radius latitude longitude sensitivity
4985057.0 21.0 169.0 0.0
5384477.0 30.0 169.0 0.0
5898399.0 38.0 169.0 0.0
6105423.0 -37.0 158.0 0.0
5610497.0 -29.0 158.0 0.0
5228372.0 -20.0 158.0 0.0
4985057.0 -11.0 158.0 0.0
4901268.0 0.0 158.0 0.0
4985057.0 11.0 158.0 0.0
5228372.0 20.0 158.0 0.0
5610497.0 29.0 158.0 0.0
6105423.0 37.0 158.0 0.0
5968205.0 -27.0 149.0 0.0
5610497.0 -19.0 149.0 0.0
5384477.0 -10.0 149.0 0.0
5306998.0 0.0 149.0 0.0
5384477.0 10.0 149.0 0.0
5610497.0 19.0 149.0 0.0
5968205.0 27.0 149.0 0.0
6105423.0 -17.0 141.0 0.0
5898399.0 -9.0 141.0 0.0
5827757.0 0.0 141.0 0.0
5898399.0 9.0 141.0 0.0
6105423.0 17.0 141.0 0.0
6105423.0 -17.0 -129.0 0.0
5898399.0 -9.0 -129.0 0.0
5827757.0 0.0 -129.0 0.0
5898399.0 9.0 -129.0 0.0
6105423.0 17.0 -129.0 0.0
6305654.0 -35.0 -135.0 0.0
5827757.0 -28.0 -135.0 0.0
5460856.0 -19.0 -135.0 0.0
5228372.0 -10.0 -135.0 0.0
5148545.0 0.0 -135.0 0.0
5228372.0 10.0 -135.0 0.0
5460856.0 19.0 -135.0 0.0
5827757.0 28.0 -135.0 0.0
6305654.0 35.0 -135.0 0.0
5827757.0 -39.0 -143.0 0.0
5306999.0 -31.0 -143.0 0.0
4901269.0 -22.0 -143.0 0.0
4640835.0 -11.0 -143.0 0.0
4550713.0 0.0 -143.0 0.0
4640835.0 11.0 -143.0 0.0
4901269.0 22.0 -143.0 0.0
5306999.0 31.0 -143.0 0.0
5827757.0 39.0 -143.0 0.0
6105423.0 -48.0 -153.0 0.0
5460856.0 -42.0 -153.0 0.0
4901269.0 -34.0 -153.0 0.0
4458770.0 -24.0 -153.0 0.0
4170798.0 -13.0 -153.0 0.0
4070282.0 0.0 -153.0 0.0
4170798.0 13.0 -153.0 0.0
4458770.0 24.0 -153.0 0.0
4901269.0 34.0 -153.0 0.0
5460856.0 42.0 -153.0 0.0
6105423.0 48.0 -153.0 0.0
5898399.0 -50.0 -166.0 0.0
5228372.0 -44.0 -166.0 0.0
4640835.0 -36.0 -166.0 0.0
4170798.0 -26.0 -166.0 0.0
3861408.0 -14.0 -166.0 0.0
3752614.0 0.0 -166.0 0.0
3861408.0 14.0 -166.0 0.0
4170798.0 26.0 -166.0 0.0
4640835.0 36.0 -166.0 0.0
5228372.0 44.0 -166.0 0.0
5898399.0 50.0 -166.0 0.0
5827757.0 -51.0 180.0 0.0
5148545.0 -45.0 180.0 0.0
4550713.0 -37.0 180.0 0.0
4070282.0 -27.0 180.0 0.0
3752614.0 -14.0 180.0 0.0
3640570.0 0.0 180.0 0.0
3752614.0 14.0 180.0 0.0
4070282.0 27.0 180.0 0.0
4550713.0 37.0 180.0 0.0
5148545.0 45.0 180.0 0.0
5827757.0 51.0 180.0 0.0
5898399.0 -50.0 166.0 0.0
5228372.0 -44.0 166.0 0.0
4640835.0 -36.0 166.0 0.0
4170798.0 -26.0 166.0 0.0
3861408.0 -14.0 166.0 0.0
3752614.0 0.0 166.0 0.0
3861408.0 14.0 166.0 0.0
4170798.0 26.0 166.0 0.0
4640835.0 36.0 166.0 0.0
5228372.0 44.0 166.0 0.0
5898399.0 50.0 166.0 0.0
6105423.0 -48.0 153.0 0.0
5460856.0 -42.0 153.0 0.0
4901269.0 -34.0 153.0 0.0
4458770.0 -24.0 153.0 0.0
4170798.0 -13.0 153.0 0.0
4070282.0 0.0 153.0 0.0
4170798.0 13.0 153.0 0.0
4458770.0 24.0 153.0 0.0
4901269.0 34.0 153.0 0.0
5460856.0 42.0 153.0 0.0
6105423.0 48.0 153.0 0.0
5827757.0 -39.0 143.0 0.0
5306999.0 -31.0 143.0 0.0
4901269.0 -22.0 143.0 0.0
4640835.0 -11.0 143.0 0.0
4550713.0 0.0 143.0 0.0
4640835.0 11.0 143.0 0.0
4901269.0 22.0 143.0 0.0
5306999.0 31.0 143.0 0.0
5827757.0 39.0 143.0 0.0
6305654.0 -35.0 135.0 0.0
5827757.0 -28.0 135.0 0.0
5460856.0 -19.0 135.0 0.0
5228372.0 -10.0 135.0 0.0
5148545.0 0.0 135.0 0.0
5228372.0 10.0 135.0 0.0
5460856.0 19.0 135.0 0.0
5827757.0 28.0 135.0 0.0
6305654.0 35.0 135.0 0.0
6105423.0 -17.0 129.0 0.0
5898399.0 -9.0 129.0 0.0
5827757.0 0.0 129.0 0.0
5898399.0 9.0 129.0 0.0
6105423.0 17.0 129.0 0.0
6371000.0 -17.0 -117.0 0.0
6172889.0 -8.0 -117.0 0.0
6105423.0 0.0 -117.0 0.0
6172889.0 8.0 -117.0 0.0
6371000.0 17.0 -117.0 0.0
5968205.0 -27.0 -121.0 0.0
5610497.0 -19.0 -121.0 0.0
5384477.0 -10.0 -121.0 0.0
5306999.0 0.0 -121.0 0.0
5384477.0 10.0 -121.0 0.0
5610497.0 19.0 -121.0 0.0
5968205.0 27.0 -121.0 0.0
5827757.0 -39.0 -127.0 0.0
5306999.0 -31.0 -127.0 0.0
4901269.0 -22.0 -127.0 0.0
4640836.0 -11.0 -127.0 0.0
4550714.0 0.0 -127.0 0.0
4640836.0 11.0 -127.0 0.0
4901269.0 22.0 -127.0 0.0
5306999.0 31.0 -127.0 0.0
5827757.0 39.0 -127.0 0.0
5968205.0 -50.0 -135.0 0.0
5306999.0 -43.0 -135.0 0.0
4729240.0 -35.0 -135.0 0.0
4268948.0 -25.0 -135.0 0.0
3967220.0 -13.0 -135.0 0.0
3861408.0 0.0 -135.0 0.0
3967220.0 13.0 -135.0 0.0
4268948.0 25.0 -135.0 0.0
4729240.0 35.0 -135.0 0.0
5306999.0 43.0 -135.0 0.0
5968205.0 50.0 -135.0 0.0
6371000.0 -59.0 -146.0 0.0
5610497.0 -54.0 -146.0 0.0
4901269.0 -48.0 -146.0 0.0
4268948.0 -40.0 -146.0 0.0
3752614.0 -29.0 -146.0 0.0
3752614.0 29.0 -146.0 0.0
4268948.0 40.0 -146.0 0.0
4901269.0 48.0 -146.0 0.0
5610497.0 54.0 -146.0 0.0
6371000.0 59.0 -146.0 0.0
6172889.0 -62.0 -162.0 0.0
5384477.0 -58.0 -162.0 0.0
4640836.0 -52.0 -162.0 0.0
3967220.0 -43.0 -162.0 0.0
3967220.0 43.0 -162.0 0.0
4640836.0 52.0 -162.0 0.0
5384477.0 58.0 -162.0 0.0
6172889.0 62.0 -162.0 0.0
6105423.0 -63.0 180.0 0.0
5306999.0 -59.0 180.0 0.0
4550714.0 -53.0 180.0 0.0
3861408.0 -45.0 180.0 0.0
3861408.0 45.0 180.0 0.0
4550714.0 53.0 180.0 0.0
5306999.0 59.0 180.0 0.0
6105423.0 63.0 180.0 0.0
6172889.0 -62.0 162.0 0.0
5384477.0 -58.0 162.0 0.0
4640836.0 -52.0 162.0 0.0
3967220.0 -43.0 162.0 0.0
3967220.0 43.0 162.0 0.0
4640836.0 52.0 162.0 0.0
5384477.0 58.0 162.0 0.0
6172889.0 62.0 162.0 0.0
6371000.0 -59.0 146.0 0.0
5610497.0 -54.0 146.0 0.0
4901269.0 -48.0 146.0 0.0
4268948.0 -40.0 146.0 0.0
3752614.0 -29.0 146.0 0.0
3752614.0 29.0 146.0 0.0
4268948.0 40.0 146.0 0.0
4901269.0 48.0 146.0 0.0
5610497.0 54.0 146.0 0.0
6371000.0 59.0 146.0 0.0
5968205.0 -50.0 135.0 0.0
5306999.0 -43.0 135.0 0.0
4729240.0 -35.0 135.0 0.0
4268948.0 -25.0 135.0 0.0
3967220.0 -13.0 135.0 0.0
3861408.0 0.0 135.0 0.0
3967220.0 13.0 135.0 0.0
4268948.0 25.0 135.0 0.0
4729240.0 35.0 135.0 0.0
5306999.0 43.0 135.0 0.0
5968205.0 50.0 135.0 0.0
5827757.0 -39.0 127.0 0.0
5306999.0 -31.0 127.0 0.0
4901269.0 -22.0 127.0 0.0
4640836.0 -11.0 127.0 0.0
4550714.0 0.0 127.0 0.0
4640836.0 11.0 127.0 0.0
4901269.0 22.0 127.0 0.0
5306999.0 31.0 127.0 0.0
5827757.0 39.0 127.0 0.0
5968205.0 -27.0 121.0 0.0
5610497.0 -19.0 121.0 0.0
5384477.0 -10.0 121.0 0.0
5306999.0 0.0 121.0 0.0
5384477.0 10.0 121.0 0.0
5610497.0 19.0 121.0 0.0
5968205.0 27.0 121.0 0.0
6371000.0 -17.0 117.0 0.0
6172889.0 -8.0 117.0 0.0
6105423.0 0.0 117.0 0.0
6172889.0 8.0 117.0 0.0
6371000.0 17.0 117.0 0.0
6371000.0 -25.0 -108.0 0.0
6037204.0 -18.0 -108.0 0.0
5827757.0 -9.0 -108.0 0.0
5756249.0 0.0 -108.0 0.0
5827757.0 9.0 -108.0 0.0
6037204.0 18.0 -108.0 0.0
6371000.0 25.0 -108.0 0.0
6105424.0 -37.0 -112.0 0.0
5610497.0 -29.0 -112.0 0.0
5228372.0 -20.0 -112.0 0.0
4985057.0 -11.0 -112.0 -9.66924657239e-60
4901269.0 0.0 -112.0 -6.27991699586e-59
4985057.0 11.0 -112.0 -1.03462828571e-59
5228372.0 20.0 -112.0 0.0
5610497.0 29.0 -112.0 0.0
6105424.0 37.0 -112.0 0.0
6105424.0 -48.0 -117.0 0.0
5460857.0 -42.0 -117.0 0.0
4901269.0 -34.0 -117.0 -8.49004013631e-61
4458771.0 -24.0 -117.0 1.08418570289e-58
4170798.0 -13.0 -117.0 -2.91488582206e-57
4070282.0 0.0 -117.0 3.09240110881e-57
4170798.0 13.0 -117.0 -3.05332189075e-57
4458771.0 24.0 -117.0 -3.46316007801e-58
4901269.0 34.0 -117.0 -8.64947309972e-60
5460857.0 42.0 -117.0 0.0
6105424.0 48.0 -117.0 0.0
6371000.0 -59.0 -124.0 0.0
5610497.0 -54.0 -124.0 0.0
4901269.0 -48.0 -124.0 5.06223458077e-59
4268948.0 -40.0 -124.0 1.59562043218e-58
3752615.0 -29.0 -124.0 2.95230109963e-56
3752615.0 29.0 -124.0 2.16869547379e-56
4268948.0 40.0 -124.0 -1.47068707674e-58
4901269.0 48.0 -124.0 -3.39914226129e-59
5610497.0 54.0 -124.0 0.0
6371000.0 59.0 -124.0 0.0
6037204.0 -65.0 -135.0 0.0
5228372.0 -61.0 -135.0 9.23000793448e-67
4458771.0 -55.0 -135.0 -5.86125636606e-58
3752615.0 -47.0 -135.0 -3.43160917732e-56
3752615.0 47.0 -135.0 -4.93148142719e-56
4458771.0 55.0 -135.0 -3.37568910134e-57
5228372.0 61.0 -135.0 3.00039404694e-66
6037204.0 65.0 -135.0 0.0
5827757.0 -70.0 -153.0 0.0
4985057.0 -66.0 -153.0 -1.15269776712e-60
4170798.0 -61.0 -153.0 -2.43019723255e-57
4170798.0 61.0 -153.0 2.60882334498e-56
4985057.0 66.0 -153.0 1.57662040164e-59
5827757.0 70.0 -153.0 0.0
5756249.0 -72.0 180.0 0.0
4901269.0 -68.0 180.0 4.38495828996e-60
4070282.0 -63.0 180.0 -2.43473757178e-57
4070282.0 63.0 180.0 -1.02590091166e-56
4901269.0 68.0 180.0 -9.01610061908e-59
5756249.0 72.0 180.0 0.0
5827757.0 -70.0 153.0 0.0
4985057.0 -66.0 153.0 1.47950667318e-59
4170798.0 -61.0 153.0 -2.06191817011e-57
4170798.0 61.0 153.0 -1.06509746777e-56
4985057.0 66.0 153.0 8.06623313606e-59
5827757.0 70.0 153.0 0.0
6037204.0 -65.0 135.0 0.0
5228372.0 -61.0 135.0 -4.93080246158e-66
4458771.0 -55.0 135.0 1.49198612584e-57
3752615.0 -47.0 135.0 3.7105773055e-55
3752615.0 47.0 135.0 1.09263388025e-54
4458771.0 55.0 135.0 1.6299998743e-56
5228372.0 61.0 135.0 -8.03246966452e-66
6037204.0 65.0 135.0 0.0
6371000.0 -59.0 124.0 0.0
5610497.0 -54.0 124.0 0.0
4901269.0 -48.0 124.0 -3.76614574485e-59
4268948.0 -40.0 124.0 -4.28345287062e-57
3752615.0 -29.0 124.0 2.59807699385e-55
3752615.0 29.0 124.0 5.52976334569e-55
4268948.0 40.0 124.0 2.06960093571e-56
4901269.0 48.0 124.0 -4.83460162012e-59
5610497.0 54.0 124.0 0.0
6371000.0 59.0 124.0 0.0
6105424.0 -48.0 117.0 0.0
5460857.0 -42.0 117.0 0.0
4901269.0 -34.0 117.0 -1.20856820157e-58
4458771.0 -24.0 117.0 -3.32519441817e-57
4170798.0 -13.0 117.0 1.00677149301e-56
4070282.0 0.0 117.0 7.94596254301e-56
4170798.0 13.0 117.0 2.32226953409e-56
4458771.0 24.0 117.0 3.01480376531e-57
4901269.0 34.0 117.0 -1.11257191157e-58
5460857.0 42.0 117.0 0.0
6105424.0 48.0 117.0 0.0
6105424.0 -37.0 112.0 0.0
5610497.0 -29.0 112.0 0.0
5228372.0 -20.0 112.0 0.0
4985057.0 -11.0 112.0 -9.75609515555e-60
4901269.0 0.0 112.0 -1.96989792539e-58
4985057.0 11.0 112.0 -1.74375221334e-59
5228372.0 20.0 112.0 0.0
5610497.0 29.0 112.0 0.0
6105424.0 37.0 112.0 0.0
6371000.0 -25.0 108.0 0.0
6037204.0 -18.0 108.0 0.0
5827757.0 -9.0 108.0 0.0
5756249.0 0.0 108.0 0.0
5827757.0 9.0 108.0 0.0
6037204.0 18.0 108.0 0.0
6371000.0 25.0 108.0 0.0
6172889.0 -26.0 -99.0 0.0
5827758.0 -18.0 -99.0 0.0
5610497.0 -9.0 -99.0 -2.68171224717e-61
5536183.0 0.0 -99.0 5.53431863581e-59
5610497.0 9.0 -99.0 -2.78534063865e-61
5827758.0 18.0 -99.0 0.0
6172889.0 26.0 -99.0 0.0
5898400.0 -38.0 -101.0 0.0
5384478.0 -30.0 -101.0 -1.26044510886e-57
4985058.0 -21.0 -101.0 1.14541174051e-54
4729241.0 -11.0 -101.0 1.24997563556e-52
4640836.0 0.0 -101.0 2.32040161771e-52
4729241.0 11.0 -101.0 3.65893072541e-52
4985058.0 21.0 -101.0 7.56745167123e-55
5384478.0 30.0 -101.0 -4.26291894601e-57
5898400.0 38.0 -101.0 0.0
5898400.0 -50.0 -104.0 0.0
5228372.0 -44.0 -104.0 1.1247007092e-56
4640836.0 -36.0 -104.0 9.893338367e-53
4170798.0 -26.0 -104.0 -1.20663208316e-49
3861409.0 -14.0 -104.0 -4.80090316996e-48
3752615.0 0.0 -104.0 -3.27140640622e-47
3861409.0 14.0 -104.0 -4.8844360117e-48
4170798.0 26.0 -104.0 -1.61141205295e-49
4640836.0 36.0 -104.0 2.20945140748e-51
5228372.0 44.0 -104.0 -8.03746370467e-58
5898400.0 50.0 -104.0 0.0
6172889.0 -62.0 -108.0 0.0
5384478.0 -58.0 -108.0 1.98575521235e-58
4640836.0 -52.0 -108.0 4.00320305117e-52
3967221.0 -43.0 -108.0 -9.46041329216e-49
3967221.0 43.0 -108.0 -9.48206283864e-49
4640836.0 52.0 -108.0 -1.30021246944e-51
5384478.0 58.0 -108.0 -1.94002736576e-58
6172889.0 62.0 -108.0 0.0
5827758.0 -70.0 -117.0 0.0
4985058.0 -66.0 -117.0 -1.10252087386e-54
4170798.0 -61.0 -117.0 -4.99430618595e-49
4170798.0 61.0 -117.0 -1.22171564292e-48
4985058.0 66.0 -117.0 1.95841710927e-54
5827758.0 70.0 -117.0 0.0
5610497.0 -77.0 -135.0 -2.60598787864e-61
4729241.0 -74.0 -135.0 -3.20489249073e-51
3861409.0 -71.0 -135.0 -1.76622083239e-46
3861409.0 71.0 -135.0 -7.93842137692e-46
4729241.0 74.0 -135.0 -3.34679755751e-51
5610497.0 77.0 -135.0 -5.51820957368e-61
5536183.0 -81.0 180.0 6.24784604837e-60
4640836.0 -79.0 180.0 4.15215998893e-50
3752615.0 -76.0 180.0 2.48198490193e-46
3752615.0 76.0 180.0 3.59205874477e-46
4640836.0 79.0 180.0 4.29615683485e-50
5536183.0 81.0 180.0 -6.84246928794e-59
5610497.0 -77.0 135.0 -1.55446631232e-61
4729241.0 -74.0 135.0 -8.83630483345e-52
3861409.0 -71.0 135.0 -1.44266220637e-47
3861409.0 71.0 135.0 1.09977141579e-46
4729241.0 74.0 135.0 -8.18520688696e-51
5610497.0 77.0 135.0 2.58138675304e-61
5827758.0 -70.0 117.0 0.0
4985058.0 -66.0 117.0 -6.28338489956e-54
4170798.0 -61.0 117.0 -4.13655522863e-51
4170798.0 61.0 117.0 8.49792002766e-49
4985058.0 66.0 117.0 5.12813551978e-53
5827758.0 70.0 117.0 0.0
6172889.0 -62.0 108.0 0.0
5384478.0 -58.0 108.0 -1.58600189553e-57
4640836.0 -52.0 108.0 -1.4476023176e-49
3967221.0 -43.0 108.0 -2.49877085295e-49
3967221.0 43.0 108.0 -4.71714290357e-49
4640836.0 52.0 108.0 -1.8857316834e-49
5384478.0 58.0 108.0 6.51606764833e-57
6172889.0 62.0 108.0 0.0
5898400.0 -50.0 104.0 0.0
5228372.0 -44.0 104.0 -1.68333877227e-55
4640836.0 -36.0 104.0 8.53214135524e-52
4170798.0 -26.0 104.0 2.46928281186e-50
3861409.0 -14.0 104.0 -9.89033665068e-47
3752615.0 0.0 104.0 -2.713321127e-45
3861409.0 14.0 104.0 -4.60177280588e-47
4170798.0 26.0 104.0 9.65930803678e-49
4640836.0 36.0 104.0 1.96644725299e-51
5228372.0 44.0 104.0 -1.93537781874e-54
5898400.0 50.0 104.0 0.0
5898400.0 -38.0 101.0 0.0
5384478.0 -30.0 101.0 -9.47650591556e-57
4985058.0 -21.0 101.0 8.32179130332e-52
4729241.0 -11.0 101.0 -3.06126817385e-50
4640836.0 0.0 101.0 -1.39969768298e-49
4729241.0 11.0 101.0 -4.11703243501e-50
4985058.0 21.0 101.0 1.4414596077e-51
5384478.0 30.0 101.0 3.96219095006e-56
5898400.0 38.0 101.0 0.0
6172889.0 -26.0 99.0 0.0
5827758.0 -18.0 99.0 0.0
5610497.0 -9.0 99.0 -2.84798577085e-60
5536183.0 0.0 99.0 3.7233737493e-58
5610497.0 9.0 99.0 -4.71621948265e-60
5827758.0 18.0 99.0 0.0
6172889.0 26.0 99.0 0.0
6105424.0 -27.0 -90.0 0.0
5756249.0 -18.0 -90.0 -6.11657273354e-57
5536183.0 -9.0 -90.0 1.0728900263e-53
5460857.0 0.0 -90.0 1.09687636697e-52
5536183.0 9.0 -90.0 1.43032072354e-53
5756249.0 18.0 -90.0 -3.79113402402e-57
6105424.0 27.0 -90.0 0.0
5827758.0 -39.0 -90.0 3.0992814663e-58
5306999.0 -31.0 -90.0 1.65514868096e-52
4901269.0 -22.0 -90.0 3.03161467607e-46
4640836.0 -11.0 -90.0 -3.75761463893e-46
4550714.0 0.0 -90.0 2.89046638077e-44
4640836.0 11.0 -90.0 6.45784594071e-46
4901269.0 22.0 -90.0 2.99279404289e-46
5306999.0 31.0 -90.0 -6.24107939786e-52
5827758.0 39.0 -90.0 -3.45707879087e-59
5827758.0 -51.0 -90.0 7.72593259458e-58
5148545.0 -45.0 -90.0 4.94126494722e-51
4550714.0 -37.0 -90.0 1.45735206229e-43
4070283.0 -27.0 -90.0 8.50012327517e-42
3752615.0 -14.0 -90.0 -7.41497749703e-38
3640571.0 0.0 -90.0 1.7477389656e-36
3752615.0 14.0 -90.0 -3.37984029967e-38
4070283.0 27.0 -90.0 -7.69141446824e-42
4550714.0 37.0 -90.0 1.24541830454e-43
5148545.0 45.0 -90.0 1.05064461639e-49
5827758.0 51.0 -90.0 -1.01054203483e-57
6105424.0 -63.0 -90.0 0.0
5306999.0 -59.0 -90.0 -2.76366848332e-51
4550714.0 -53.0 -90.0 5.38706282044e-44
3861409.0 -45.0 -90.0 -1.15845720295e-38
3861409.0 45.0 -90.0 -9.13143064417e-38
4550714.0 53.0 -90.0 1.25459125667e-43
5306999.0 59.0 -90.0 -6.94491268931e-51
6105424.0 63.0 -90.0 0.0
5756249.0 -72.0 -90.0 -1.69317776181e-56
4901269.0 -68.0 -90.0 7.29984119694e-46
4070283.0 -63.0 -90.0 1.26699751477e-41
4070283.0 63.0 -90.0 1.42836202587e-40
4901269.0 68.0 -90.0 1.19074317025e-45
5756249.0 72.0 -90.0 -3.06078832051e-56
5536183.0 -81.0 -90.0 3.05975310469e-55
4640836.0 -79.0 -90.0 1.80328701479e-44
3752615.0 -76.0 -90.0 -7.76648346009e-39
3752615.0 76.0 -90.0 -7.0149812459e-38
4640836.0 79.0 -90.0 4.55494801934e-44
5536183.0 81.0 -90.0 -1.12835989526e-53
5460857.0 -90.0 0.0 1.04144442531e-52
4550714.0 -90.0 0.0 6.08151007243e-43
3640571.0 -90.0 0.0 -2.22574224168e-36
3640571.0 90.0 0.0 1.64519754541e-36
4550714.0 90.0 0.0 4.72430737345e-43
5460857.0 90.0 0.0 5.88144153242e-52
5536183.0 -81.0 90.0 -1.02127496742e-53
4640836.0 -79.0 90.0 -9.50880673204e-44
3752615.0 -76.0 90.0 -1.5954559524e-37
3752615.0 76.0 90.0 1.11210475774e-37
4640836.0 79.0 90.0 -4.02425854119e-44
5536183.0 81.0 90.0 -1.19667125968e-52
5756249.0 -72.0 90.0 1.26401770247e-56
4901269.0 -68.0 90.0 -6.56153824689e-45
4070283.0 -63.0 90.0 -2.2196927306e-40
4070283.0 63.0 90.0 1.19725452818e-40
4901269.0 68.0 90.0 -1.77686874665e-44
5756249.0 72.0 90.0 -1.69967434164e-55
6105424.0 -63.0 90.0 0.0
5306999.0 -59.0 90.0 1.03869495889e-50
4550714.0 -53.0 90.0 -3.61848782154e-43
3861409.0 -45.0 90.0 -5.81422127896e-37
3861409.0 45.0 90.0 1.93907796291e-37
4550714.0 53.0 90.0 -2.16509597081e-43
5306999.0 59.0 90.0 1.01828303081e-49
6105424.0 63.0 90.0 0.0
5827758.0 -51.0 90.0 -1.94962433744e-57
5148545.0 -45.0 90.0 7.21484526841e-48
4550714.0 -37.0 90.0 2.66118478773e-43
4070283.0 -27.0 90.0 -3.70367628171e-39
3752615.0 -14.0 90.0 -2.43182977542e-36
3640571.0 0.0 90.0 3.03982098443e-35
3752615.0 14.0 90.0 -2.4809515283e-36
4070283.0 27.0 90.0 -3.96788398237e-39
4550714.0 37.0 90.0 2.83653577032e-43
5148545.0 45.0 90.0 6.26020219537e-48
5827758.0 51.0 90.0 4.47163138979e-57
5827758.0 -39.0 90.0 3.03015860575e-59
5306999.0 -31.0 90.0 4.77909253127e-50
4901269.0 -22.0 90.0 -2.75861289007e-44
4640836.0 -11.0 90.0 7.57621028555e-43
4550714.0 0.0 90.0 2.01010376815e-43
4640836.0 11.0 90.0 8.056873049e-43
4901269.0 22.0 90.0 -2.40018069429e-44
5306999.0 31.0 90.0 4.57887624888e-50
5827758.0 39.0 90.0 -4.29654710088e-59
6105424.0 -27.0 90.0 0.0
5756249.0 -18.0 90.0 3.73956624255e-56
5536183.0 -9.0 90.0 1.2010058448e-52
5460857.0 0.0 90.0 5.11370422506e-52
5536183.0 9.0 90.0 1.43015292538e-52
5756249.0 18.0 90.0 6.69153224617e-56
6105424.0 27.0 90.0 0.0
6172889.0 -26.0 -81.0 1.02863647009e-57
5827758.0 -18.0 -81.0 -1.73518662082e-53
5610497.0 -9.0 -81.0 8.63477563909e-51
5536183.0 0.0 -81.0 -9.60481307252e-49
5610497.0 9.0 -81.0 9.37964220296e-51
5827758.0 18.0 -81.0 -2.63335055698e-53
6172889.0 26.0 -81.0 3.45955009957e-58
5898400.0 -38.0 -79.0 -1.89236679004e-54
5384478.0 -30.0 -79.0 -1.51868079568e-46
4985058.0 -21.0 -79.0 3.59737545205e-40
4729241.0 -11.0 -79.0 -1.52404807337e-34
4640836.0 0.0 -79.0 1.86593122816e-31
4729241.0 11.0 -79.0 -1.82841267776e-34
4985058.0 21.0 -79.0 6.72427456973e-40
5384478.0 30.0 -79.0 -1.82125207366e-46
5898400.0 38.0 -79.0 -1.68469991771e-54
5898400.0 -50.0 -76.0 6.85774534537e-54
5228373.0 -44.0 -76.0 1.92837089062e-45
4640836.0 -36.0 -76.0 -1.19143636725e-31
4170799.0 -26.0 -76.0 1.32452828389e-29
3861409.0 -14.0 -76.0 1.4126517635e-29
